"v1013","mes_nome","faixa_etaria","raca","faixa_renda","plano_saude","n_amostra","populacao_estimada","pct_diabetes","pct_hipertensao","pct_asma","pct_doenca_coracao","pct_depressao","pct_cancer","pct_alguma_comorbidade","pct_internado_entre_atendidos","pct_entubado_entre_internados"
"11","Novembro","30-39","Amarela","Acima 4 SM","Sim","48","46044.0","0.0","1.0707","1.0123","3.7013","0.0","0.0","5.7843","0.0",
"11","Novembro","40-49","Preta","1 a 2 SM","Sim","316","220511.0","6.2295","15.0371","5.6743","1.671","2.8547","0.385","27.9945","0.0",
"11","Novembro","30-39","Parda","2 a 4 SM","Nao","1587","938256.0","0.7225","3.9033","4.4741","0.3944","1.6607","0.3669","10.3323","0.0",
"11","Novembro","40-49","Preta","2 a 4 SM","Nao","336","184374.0","7.6233","17.0907","6.1406","0.3387","3.033","0.4375","25.1885","0.0",
"11","Novembro","40-49","Branca","2 a 4 SM","Sim","1925","1269701.0","3.3662","12.6377","4.4943","1.0088","4.4377","1.2119","22.8427","4.2124","0.0"
"11","Novembro","50-59","Preta","1 a 2 SM","Nao","675","358417.0","7.4207","30.9861","1.8463","3.7713","2.1798","0.6175","37.234","0.0",
"11","Novembro","50-59","Parda","2 a 4 SM","Sim","697","380412.0","10.2584","26.7815","3.998","1.924","3.5793","1.9831","37.942","0.0",
"11","Novembro","40-49","Amarela","Acima 4 SM","Sim","41","45577.0","15.4184","20.3662","0.1676","0.0","3.1464","0.0","35.616","0.0",
"11","Novembro","40-49","Parda","Sem informacao","Sim","963","533270.0","4.24","14.4187","7.382","2.4019","6.1007","2.1927","29.4845","12.0488","100.0"
"11","Novembro","18-29","Parda","Acima 4 SM","Nao","113","62926.0","0.866","1.6147","6.9251","0.0","0.0","0.0","9.4059",,
"11","Novembro","18-29","Amarela","Sem informacao","Nao","165","89016.0","0.0","1.8317","6.6046","0.0","3.7086","0.0","12.1449",,
"11","Novembro","30-39","Indigena","1 a 2 SM","Nao","47","28447.0","3.5553","13.826","3.9923","0.0","0.0","1.3773","19.7583",,
"11","Novembro","30-39","Preta","1 a 2 SM","Sim","352","282779.0","2.9818","6.0054","4.922","0.3757","1.3931","0.0","14.2277","9.5198","0.0"
"11","Novembro","50-59","Preta","Ate 1 SM","Sim","89","47298.0","13.9626","32.6155","0.7891","3.4565","5.3482","0.0","43.3955",,
"11","Novembro","30-39",,"1 a 2 SM",,"2","966.0",,,,,,,,,
"11","Novembro","50-59","Parda","Ate 1 SM",,"2","541.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","60+",,"Sem informacao","Nao","8","5806.0","16.1562","39.535","0.0","0.0","0.0","0.0","39.535",,
"11","Novembro","18-29","Amarela","2 a 4 SM","Nao","18","10629.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","50-59","Indigena","Acima 4 SM","Nao","8","2954.0","4.9509","23.5731","0.0","0.0","0.0","0.0","28.524",,
"10","Outubro","30-39","Branca","1 a 2 SM",,"7","4091.0","0.0","13.1552","0.0","0.0","0.0","0.0","13.1552",,
"10","Outubro","40-49","Indigena","1 a 2 SM","Nao","41","18758.0","0.0","13.0466","1.7715","0.0","3.8545","0.0","18.6725",,
"11","Novembro","40-49","Amarela","2 a 4 SM","Nao","28","14704.0","2.5981","22.7764","4.4373","0.0","0.0","0.0","25.7493",,
"10","Outubro","60+","Amarela","Sem informacao","Sim","202","160039.0","22.2955","33.513","2.3638","10.3717","4.686","3.3976","52.091",,
"11","Novembro","0-17","Branca","Ate 1 SM","Sim","76","49745.0","1.0218","0.0","6.6741","0.0","2.7409","0.0","10.4368","0.0",
"11","Novembro","60+","Preta","1 a 2 SM","Sim","75","39222.0","11.3858","35.3678","13.2612","4.8375","3.2577","3.139","53.8829","0.0",
"11","Novembro","30-39","Amarela","Acima 4 SM","Nao","9","13467.0","0.0","1.9427","0.0","1.9427","24.6526","0.0","26.5954",,
"10","Outubro","50-59","Branca","1 a 2 SM",,"2","556.0",,,,,,,,,
"10","Outubro","40-49",,"Sem informacao","Nao","3","1106.0","0.0","32.1351","32.1351","0.0","0.0","0.0","32.1351",,
"10","Outubro","60+","Preta","Acima 4 SM","Nao","21","9369.0","11.206","60.1709","0.0","7.2508","0.0","0.0","60.1709",,
"11","Novembro","0-17","Parda","1 a 2 SM","Nao","69","35487.0","0.0","0.0","7.3177","0.0","1.5208","0.0","7.3177",,
"11","Novembro","18-29","Preta","Acima 4 SM","Nao","15","9281.0","0.0","20.7596","0.0","0.0","0.0","0.0","20.7596",,
"10","Outubro","40-49","Preta","Sem informacao",,"18","12859.0",,,,,,,,,
"11","Novembro","60+","Amarela","1 a 2 SM","Sim","15","14535.0","31.3854","24.5899","0.0","0.0","7.9734","1.8669","51.8948",,
"10","Outubro","40-49","Branca","Acima 4 SM",,"2","351.0",,,,,,,,,
"10","Outubro","40-49","Branca","2 a 4 SM",,"3","911.0","0.0","0.0","0.0","0.0","19.8782","0.0","19.8782",,
"10","Outubro","30-39","Parda","Ate 1 SM",,"5","1267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","18-29","Indigena","Ate 1 SM","Sim","3","1824.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","30-39","Indigena","2 a 4 SM","Sim","8","5874.0","0.0","8.4918","58.8493","6.1465","6.1465","0.0","58.8493",,
"10","Outubro","40-49","Amarela","Acima 4 SM","Nao","7","7339.0","0.0","5.4828","0.0","0.0","0.0","0.0","5.4828","0.0",
"11","Novembro","60+","Preta","Acima 4 SM","Nao","21","9065.0","11.8095","59.0274","2.1373","1.4081","1.8036","0.0","62.9682",,
"9","Setembro","40-49",,"Acima 4 SM","Sim","3","1762.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","0-17","Preta","1 a 2 SM","Nao","7","3057.0","0.0","0.0","15.2327","0.0","0.0","0.0","15.2327",,
"9","Setembro","50-59","Parda","Ate 1 SM",,"7","1746.0",,,,,,,,,
"11","Novembro","60+","Parda","Acima 4 SM",,"1","551.0",,,,,,,,,
"11","Novembro","0-17","Preta","1 a 2 SM","Sim","2","1112.0","0.0","0.0","73.5546","0.0","0.0","0.0","73.5546",,
"11","Novembro","40-49","Amarela","2 a 4 SM","Sim","15","14951.0","8.4135","24.4711","0.0","0.0","0.0","0.0","24.4711","0.0",
"9","Setembro","40-49","Parda","2 a 4 SM",,"4","1934.0",,,,,,,,,
"11","Novembro","50-59","Branca","Acima 4 SM",,"2","1088.0",,,,,,,,,
"9","Setembro","60+","Parda","1 a 2 SM",,"3","563.0",,,,,,,,,
"9","Setembro","18-29","Branca","2 a 4 SM",,"2","2787.0",,,,,,,,,
"9","Setembro","30-39","Parda","1 a 2 SM",,"14","9423.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","30-39",,"Sem informacao",,"5","2597.0",,,,,,,,,
"11","Novembro","30-39",,"Sem informacao","Sim","1","2080.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","60+","Amarela","Acima 4 SM","Sim","10","9364.0","73.3415","49.5227","7.3797","17.1249","0.0","40.9436","80.7212",,
"11","Novembro","60+","Amarela","2 a 4 SM","Sim","12","11008.0","36.8084","18.0953","0.0","0.0","0.0","0.0","45.9258",,
"11","Novembro","60+","Branca","Ate 1 SM",,"1","1213.0",,,,,,,,,
"9","Setembro","60+","Preta","1 a 2 SM",,"1","274.0",,,,,,,,,
"9","Setembro","30-39",,"1 a 2 SM",,"1","657.0",,,,,,,,,
"10","Outubro","18-29","Parda","Ate 1 SM",,"2","3017.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"9","Setembro","50-59","Indigena","2 a 4 SM","Nao","5","4257.0","0.0","22.6442","0.0","0.0","0.0","0.0","22.6442",,
"10","Outubro","18-29",,"Sem informacao","Nao","4","3281.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","60+","Parda","Acima 4 SM",,"1","545.0",,,,,,,,,
"10","Outubro","30-39","Amarela","Ate 1 SM","Sim","12","5954.0","3.2582","0.0","0.0","10.7145","0.0","0.0","13.9727",,
"10","Outubro","30-39","Parda","Acima 4 SM",,"2","1138.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","30-39","Parda","1 a 2 SM",,"3","2741.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","18-29","Indigena","1 a 2 SM","Sim","3","1431.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"9","Setembro","30-39","Amarela","Sem informacao",,"4","1638.0",,,,,,,,,
"10","Outubro","40-49","Indigena","Acima 4 SM","Sim","2","1131.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","40-49","Indigena","Acima 4 SM","Nao","5","2523.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","40-49","Indigena","Acima 4 SM","Sim","1","755.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","60+","Preta","Sem informacao",,"11","5814.0",,,,,,,,,
"11","Novembro","50-59","Indigena","2 a 4 SM","Sim","4","1831.0","0.0","0.0","0.0","0.0","18.4257","0.0","18.4257",,
"11","Novembro","30-39","Indigena","Acima 4 SM","Nao","5","2591.0","24.4292","0.0","0.0","0.0","0.0","0.0","24.4292",,
"11","Novembro","0-17",,"Sem informacao",,"3","1750.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","30-39","Branca","1 a 2 SM",,"1","409.0","0.0","100.0","0.0","0.0","0.0","0.0","100.0",,
"11","Novembro","30-39",,"2 a 4 SM",,"1","714.0",,,,,,,,,
"11","Novembro","30-39","Indigena","1 a 2 SM","Sim","7","4350.0","0.0","0.0","0.0","35.9415","0.0","0.0","35.9415",,
"10","Outubro","30-39","Branca","Acima 4 SM",,"4","2047.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","40-49","Preta","Acima 4 SM",,"1","709.0",,,,,,,,,
"9","Setembro","30-39","Parda","2 a 4 SM",,"4","4146.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"9","Setembro","30-39",,"Sem informacao","Sim","1","2009.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","50-59",,"Ate 1 SM",,"1","398.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","0-17","Amarela","1 a 2 SM","Nao","1","401.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","18-29","Indigena","2 a 4 SM","Nao","4","2453.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"9","Setembro","30-39","Indigena","Acima 4 SM","Sim","2","701.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","0-17","Indigena","Ate 1 SM","Nao","1","397.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","18-29","Preta","Ate 1 SM",,"1","866.0",,,,,,,,,
"10","Outubro","40-49","Amarela","Acima 4 SM",,"1","481.0",,,,,,,,,
"9","Setembro","40-49",,"Sem informacao",,"1","359.0",,,,,,,,,
"9","Setembro","40-49","Preta","2 a 4 SM",,"1","74.0",,,,,,,,,
"9","Setembro","40-49","Indigena","Sem informacao",,"1","38.0",,,,,,,,,
"9","Setembro","18-29",,"Sem informacao","Nao","1","499.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","0-17","Amarela","Sem informacao",,"1","294.0",,,,,,,,,
"9","Setembro","60+","Amarela","Ate 1 SM",,"1","985.0","0.0","0.0","0.0","0.0","100.0","0.0","100.0",,
"11","Novembro","18-29","Amarela","Sem informacao",,"1","422.0",,,,,,,,,
"10","Outubro","50-59",,"2 a 4 SM","Sim","1","476.0","0.0","100.0","0.0","0.0","0.0","0.0","100.0",,
"9","Setembro","18-29","Indigena","Sem informacao",,"1","256.0",,,,,,,,,
"11","Novembro","30-39","Branca","2 a 4 SM","Sim","2158","1655710.0","1.3211","6.1324","6.0438","1.0403","3.237","0.5045","15.7538","1.7042","36.399"
"11","Novembro","30-39","Amarela","2 a 4 SM","Sim","37","37855.0","1.204","6.3019","0.8142","0.0","0.5405","0.0","7.6565","0.0",
"11","Novembro","30-39","Preta","2 a 4 SM","Nao","297","185716.0","1.7734","4.5893","8.3363","0.3248","2.2917","0.0","15.974",,
"11","Novembro","50-59","Preta","Acima 4 SM","Nao","35","16583.0","20.4287","24.3473","4.5541","2.138","6.4369","0.0","42.6284","0.0",
"11","Novembro","40-49","Indigena","1 a 2 SM","Nao","44","21392.0","0.0","9.5175","1.5676","0.0","3.291","0.0","14.376",,
"11","Novembro","0-17","Amarela","Sem informacao","Sim","108","97474.0","0.0","0.0","4.6159","0.0","0.0","0.0","4.6159",,
"11","Novembro","40-49","Amarela","Sem informacao","Sim","24","18779.0","21.2395","35.0839","0.3723","1.1907","1.0675","0.0","44.6988",,
"11","Novembro","30-39","Amarela","1 a 2 SM","Sim","26","28388.0","0.8622","0.8622","9.1471","5.211","5.211","0.0","15.2202",,
"10","Outubro","50-59","Preta","Sem informacao","Sim","278","157942.0","19.63","43.8657","5.0485","7.6402","3.8521","2.336","54.613",,
"10","Outubro","18-29","Branca","Sem informacao","Sim","2686","2042396.0","0.6355","0.8388","8.5867","0.7931","3.8394","0.3032","13.9358","0.0",
"10","Outubro","60+","Preta","Sem informacao","Nao","3676","1685851.0","22.8378","54.8159","5.1126","10.1539","3.9841","2.7705","64.6747","29.5519","18.5565"
"10","Outubro","0-17","Preta","Sem informacao","Nao","4545","2759485.0","0.2271","0.1187","6.532","0.3211","0.2532","0.0753","7.2087","6.5822","0.0"
"10","Outubro","40-49","Parda","Acima 4 SM","Sim","820","467515.0","3.9798","12.7906","4.9951","1.374","3.923","1.3905","23.2114","0.0",
"10","Outubro","30-39","Preta","Acima 4 SM","Nao","61","33747.0","4.1374","1.2818","0.0","0.0","5.4043","0.0","10.8235",,
"10","Outubro","18-29","Indigena","1 a 2 SM","Nao","33","17398.0","0.0","0.0","1.3626","0.0","2.4245","0.0","3.7871",,
"11","Novembro","0-17","Branca","Sem informacao","Sim","10319","8127327.0","0.2093","0.1134","8.1924","0.2771","0.2839","0.0256","8.8892","4.5583","0.0"
"11","Novembro","30-39","Preta","1 a 2 SM","Nao","1084","742385.0","0.8846","5.9191","4.3","0.9186","1.4554","0.226","12.4749","28.5498","0.0"
"11","Novembro","60+","Preta","2 a 4 SM","Nao","65","28788.0","12.9242","44.6719","1.0612","5.8344","2.722","0.7244","50.8593",,
"10","Outubro","18-29","Preta","Sem informacao","Sim","334","231005.0","1.5409","1.5481","11.7326","0.301","4.3079","1.192","19.0726","0.0",
"10","Outubro","60+","Branca","1 a 2 SM","Sim","587","311155.0","16.1661","38.0218","5.7778","11.0663","5.7588","5.1842","54.8927","0.0",
"10","Outubro","18-29","Parda","Ate 1 SM","Nao","6646","3884753.0","0.5217","1.2854","5.336","0.6173","1.0905","0.2499","8.3331","5.0942","0.0"
"10","Outubro","50-59","Branca","Sem informacao",,"34","19221.0","0.0","0.0","100.0","0.0","0.0","0.0","100.0",,
"10","Outubro","60+","Preta","1 a 2 SM","Sim","69","34289.0","12.4913","32.1605","5.6182","2.3437","2.0456","3.5692","47.824",,
"11","Novembro","18-29","Parda","1 a 2 SM","Sim","1206","957830.0","0.1592","1.8115","5.7954","0.5368","1.6802","0.2045","9.8099","4.9366","0.0"
"11","Novembro","60+","Branca","2 a 4 SM","Sim","651","373662.0","15.2713","36.5938","4.0451","6.0207","3.0364","6.6944","49.2218","0.0",
"11","Novembro","50-59","Parda","1 a 2 SM","Sim","838","451785.0","8.4684","28.5279","3.1348","4.4474","3.302","1.1621","39.5815","0.0",
"11","Novembro","60+","Branca","1 a 2 SM","Nao","1238","570822.0","12.8616","32.3614","6.1414","7.3419","3.2248","3.1166","46.561","0.0",
"11","Novembro","40-49","Preta","1 a 2 SM","Nao","992","598454.0","5.0256","16.3965","5.5659","1.3478","2.7397","0.2846","25.6999","0.0",
"11","Novembro","30-39","Amarela","Ate 1 SM","Nao","77","46897.0","1.5412","7.474","6.4531","0.503","2.5956","0.9127","12.9248","0.0",
"11","Novembro","60+","Branca","Acima 4 SM","Nao","253","112642.0","20.2875","31.0979","5.5522","7.3857","3.9752","3.6117","49.2803","37.6725","0.0"
"11","Novembro","18-29","Preta","Sem informacao","Sim","328","221776.0","1.7281","1.4829","10.5221","0.6145","4.7135","0.2624","17.4831","0.0",
"11","Novembro","18-29","Preta","2 a 4 SM","Nao","127","90147.0","0.3876","2.6285","6.5043","0.9089","0.5283","0.0","9.3263","0.0",
"11","Novembro","30-39","Indigena","Sem informacao","Nao","98","42977.0","2.3394","6.2375","7.157","2.6559","0.8628","0.0","18.8339","0.0",
"10","Outubro","40-49","Preta","2 a 4 SM","Sim","228","168012.0","6.1502","18.7259","5.9586","2.1194","4.8409","0.0","29.746",,
"10","Outubro","40-49","Preta","Sem informacao","Nao","1571","832310.0","6.8314","20.1394","4.9111","2.6536","4.9728","0.6693","30.5872","6.4573","0.0"
"10","Outubro","30-39","Preta","Ate 1 SM","Nao","1093","655175.0","1.2745","8.6171","3.1292","1.4723","2.497","0.0776","14.2297","49.5675","25.1943"
"10","Outubro","60+","Parda","Ate 1 SM","Sim","219","108676.0","19.7925","46.9842","4.8088","12.104","1.5089","2.5","56.1115","0.0",
"10","Outubro","0-17","Parda","1 a 2 SM","Nao","67","33309.0","0.0","0.0","5.9387","0.0","1.6571","0.0","5.9387","0.0",
"10","Outubro","60+","Amarela","1 a 2 SM","Nao","14","5915.0","15.6975","13.3657","0.0","0.0","0.0","16.1458","31.8433",,
"10","Outubro","30-39","Preta","Acima 4 SM","Sim","137","112554.0","2.1195","4.4171","9.4791","3.6224","1.103","0.0","16.0864","0.0",
"10","Outubro","18-29","Indigena","Ate 1 SM","Nao","55","21364.0","0.0","0.0","4.7081","0.0","1.706","0.0","4.7081",,
"10","Outubro","40-49","Indigena","2 a 4 SM","Nao","13","8428.0","1.0169","6.3033","2.8162","0.0","0.0","0.0","10.1364",,
"10","Outubro","40-49","Amarela","Acima 4 SM","Sim","40","41732.0","7.7383","18.5401","0.1824","0.0","3.4468","0.0","29.9077",,
"11","Novembro","30-39","Branca","Sem informacao","Sim","1151","856237.0","1.7689","4.5312","6.781","1.0597","4.6864","1.8519","17.678","30.7135","0.0"
"11","Novembro","60+","Indigena","Sem informacao","Sim","18","7206.0","22.1924","27.8428","29.3798","21.8371","9.2826","6.0223","52.4398","0.0",
"11","Novembro","50-59","Amarela","Sem informacao","Nao","76","42478.0","14.062","24.9745","9.9836","3.0819","4.6562","0.0","38.4968",,
"11","Novembro","18-29","Amarela","Sem informacao","Sim","45","42117.0","0.0","0.0","4.2464","0.0","1.2866","0.0","4.2464",,
"11","Novembro","50-59","Branca","Sem informacao",,"30","15757.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","50-59","Branca","Acima 4 SM","Sim","1674","993103.0","7.0308","24.2481","6.6539","2.9875","4.1517","1.953","35.3358","0.0",
"10","Outubro","50-59","Branca","Sem informacao","Nao","7261","3294187.0","12.3488","31.4571","5.5437","5.3598","7.8799","2.1148","43.5991","7.5375","100.0"
"10","Outubro","50-59","Parda","Sem informacao","Nao","10358","4327679.0","13.2719","32.3403","3.7876","4.4529","6.0191","1.8792","44.0127","18.4369","4.7271"
"10","Outubro","40-49","Branca","Ate 1 SM","Nao","2911","1385732.0","4.3169","13.0401","3.5438","1.5032","4.861","0.9993","22.7103","0.0",
"10","Outubro","50-59","Branca","2 a 4 SM","Nao","1494","707428.0","8.5465","22.2614","4.5182","3.2685","3.7398","1.3558","33.3287","30.5303","0.0"
"10","Outubro","30-39","Preta","2 a 4 SM","Sim","277","229649.0","0.6386","6.6915","4.066","0.1318","0.6577","0.2378","11.1508","0.0",
"10","Outubro","40-49","Amarela","2 a 4 SM","Sim","13","11241.0","11.2826","32.5061","0.0","0.0","0.0","0.0","32.5061",,
"10","Outubro","40-49","Branca","Sem informacao",,"38","23183.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"11","Novembro","60+","Preta","Sem informacao","Sim","775","414668.0","22.6681","58.6611","5.3837","9.5941","4.5895","5.86","72.6064","11.9381","0.0"
"11","Novembro","18-29","Parda","1 a 2 SM",,"6","3463.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","50-59","Branca","1 a 2 SM","Nao","3221","1624996.0","8.861","22.8847","4.5727","3.2134","4.2594","1.1165","33.0551","17.2235","0.0"
"10","Outubro","30-39","Branca","Acima 4 SM","Nao","509","309134.0","1.9042","4.1732","3.3876","0.3109","2.2802","0.2837","9.9849","0.0",
"10","Outubro","30-39","Branca","1 a 2 SM","Nao","4220","2622745.0","1.5146","5.0691","3.978","0.7702","2.4347","0.1114","11.8066","0.0",
"10","Outubro","60+","Amarela","Sem informacao","Nao","216","122754.0","18.2887","43.3086","3.774","8.4829","2.4538","3.9764","56.3056",,
"10","Outubro","30-39","Amarela","2 a 4 SM","Sim","34","37355.0","1.2111","6.3331","0.8132","0.0","0.5441","5.9324","13.6228",,
"10","Outubro","0-17","Parda","1 a 2 SM","Sim","9","6859.0","6.4436","0.0","5.4116","0.0","0.0","0.0","11.8552",,
"10","Outubro","50-59","Amarela","1 a 2 SM","Sim","15","9459.0","0.0","8.0183","0.0","0.0","0.0","0.0","8.0183",,
"10","Outubro","30-39","Indigena","2 a 4 SM","Nao","11","6889.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,
"10","Outubro","40-49","Preta","Ate 1 SM","Sim","106","58292.0","8.8944","24.3154","1.9984","1.2141","3.013","0.586","30.8134",,
"11","Novembro","18-29","Branca","1 a 2 SM","Nao","4131","2833818.0","0.5894","1.278","5.624","0.3166","2.1816","0.1054","9.2142","12.6762","0.0"
"11","Novembro","40-49","Branca","Ate 1 SM","Nao","2949","1394437.0","4.0969","12.8746","3.8044","1.5871","5.0241","0.6834","22.0159","9.31","0.0"
"11","Novembro","40-49","Parda","Sem informacao","Nao","9518","4249500.0","5.6334","16.261","4.0305","2.8412","5.4356","0.8072","26.2371","12.9465","32.9678"
"11","Novembro","60+","Branca","Acima 4 SM","Sim","994","549423.0","15.6331","38.7039","7.2346","8.439","5.66","5.7674","56.8434","14.9722","0.0"
"11","Novembro","18-29","Parda","2 a 4 SM","Sim","410","313678.0","1.0757","1.1331","6.6806","0.2857","1.5739","0.4593","9.8835","0.0",
"11","Novembro","40-49","Amarela","Sem informacao","Nao","107","59873.0","2.2896","8.7902","4.6149","2.0296","4.1053","0.9038","18.1831",,
"11","Novembro","18-29","Preta","Sem informacao","Nao","2685","1738584.0","0.5968","2.0248","5.6266","0.782","1.8989","0.165","9.6008","3.7853","0.0"
"11","Novembro","0-17","Branca","1 a 2 SM","Nao","62","32898.0","0.0","0.0","0.7412","0.0","0.0","0.0","0.7412",,
"11","Novembro","60+","Branca","Ate 1 SM","Sim","366","186718.0","17.5279","37.6104","4.0303","9.245","11.0678","7.4936","58.046","0.0",
"11","Novembro","60+","Preta","2 a 4 SM","Sim","50","26098.0","27.1962","40.1182","2.5658","5.2909","2.0002","6.7517","54.0037","0.0",
"11","Novembro","40-49","Preta","2 a 4 SM","Sim","242","182863.0","5.1713","18.9891","8.915","3.5541","2.326","0.0","31.2545","0.0",
"10","Outubro","18-29","Branca","Sem informacao","Nao","8612","5343238.0","0.3457","1.1097","5.7515","0.5032","2.3047","0.2602","9.4795","3.6534","0.0"
"10","Outubro","40-49","Branca","Ate 1 SM","Sim","454","254587.0","3.5148","8.63","4.4354","1.7611","6.9961","1.5421","19.0343","0.0",
"10","Outubro","18-29","Parda","Sem informacao","Nao","17112","9435598.0","0.456","1.4137","4.3799","0.5646","1.8194","0.2079","7.9632","1.2209","100.0"
"10","Outubro","40-49","Preta","Sem informacao","Sim","157","86828.0","6.5214","16.9284","3.7424","2.954","4.589","0.8362","28.3417","0.0",
"10","Outubro","60+","Branca","2 a 4 SM","Nao","577","257445.0","12.0876","28.2556","4.2452","4.9748","3.3554","4.6026","43.583","0.0",
"11","Novembro","0-17","Branca","Sem informacao","Nao","24792","1.4726326E7","0.1923","0.048","6.5407","0.3888","0.3809","0.149","7.4572","3.4415","0.0"
"11","Novembro","18-29","Parda","1 a 2 SM","Nao","4343","2880879.0","0.5498","1.1714","5.1475","0.3603","1.3482","0.1546","7.9761","0.0",
"11","Novembro","60+","Branca","1 a 2 SM","Sim","576","312122.0","16.1234","40.3772","4.108","9.8891","6.1695","4.5809","56.4124","0.0",
"11","Novembro","40-49","Branca","Ate 1 SM","Sim","450","261148.0","3.8947","13.1238","4.9569","2.7968","6.871","1.8907","23.3606","0.0",
"11","Novembro","50-59","Preta","Ate 1 SM","Nao","842","400826.0","9.9791","31.2797","4.6073","3.4779","3.9812","0.7638","40.6275","0.0",
"11","Novembro","0-17","Indigena","Sem informacao","Sim","12","10103.0","0.0","0.0","3.6595","0.0","0.0","0.0","3.6595",,
"11","Novembro","30-39","Preta","Ate 1 SM","Sim","128","92424.0","2.1057","5.6895","4.5369","0.6112","1.6016","0.332","14.4741",,
"10","Outubro","60+","Branca","Sem informacao","Nao","17795","7858024.0","21.5489","48.506","5.9475","11.5412","6.7963","4.1733","62.0197","33.9547","37.7004"
"10","Outubro","40-49","Parda","Sem informacao","Sim","920","513870.0","5.2345","15.0627","8.7089","2.7151","5.8364","2.5741","31.5691","36.2173","0.0"
"10","Outubro","50-59","Preta","Acima 4 SM","Nao","43","22871.0","16.8863","21.1933","3.2078","1.7978","4.7068","0.0","34.6219",,
"10","Outubro","30-39","Preta","2 a 4 SM","Nao","305","195718.0","2.3265","4.5314","5.5208","1.1012","3.2407","0.7534","13.3027","0.0",
"10","Outubro","60+","Parda","2 a 4 SM","Nao","385","165493.0","11.7521","36.5726","4.3648","7.3505","2.0424","2.5493","51.5253",,
"10","Outubro","0-17","Amarela","Sem informacao","Sim","110","98359.0","0.0","0.0","4.7362","0.0","0.0","0.0","4.7362","0.0",
"10","Outubro","0-17","Amarela","Sem informacao","Nao","266","156321.0","0.0","0.0","5.4794","0.0","0.1028","0.0","5.5822",,
"10","Outubro","18-29","Amarela","Sem informacao","Nao","168","89624.0","0.0","1.5186","8.9702","0.0","3.57","0.0","14.0588",,
"10","Outubro","18-29","Parda","Acima 4 SM","Sim","125","88923.0","6.6402","1.8407","4.191","0.555","2.4388","1.7346","17.4003",,
"11","Novembro","50-59","Parda","Ate 1 SM","Nao","4221","1773293.0","10.1158","24.9524","3.2164","2.5861","3.3822","0.6796","33.6854","18.7844","0.0"
"11","Novembro","30-39","Branca","2 a 4 SM","Nao","1798","1105488.0","1.0265","4.3121","5.6516","0.3133","2.6943","0.3749","12.7754","0.0",
"11","Novembro","50-59","Branca","Acima 4 SM","Sim","1701","1023753.0","7.5595","23.9103","6.2878","2.9589","3.8082","2.4454","36.2162","0.0",
"11","Novembro","18-29","Indigena","1 a 2 SM","Nao","34","17427.0","0.0","0.0","3.3932","0.0","4.3819","0.0","5.76","0.0",
"11","Novembro","18-29","Indigena","Ate 1 SM","Nao","58","21354.0","0.0","0.0","3.4833","0.0","0.0","0.0","3.4833",,
"10","Outubro","18-29","Branca","Ate 1 SM","Nao","3396","2106689.0","0.5721","1.2584","5.9986","0.4338","1.8239","0.2633","9.7376","6.7311","0.0"
"10","Outubro","50-59","Parda","1 a 2 SM","Sim","814","440307.0","8.7434","28.9642","3.5899","4.3587","2.6914","1.7127","40.8666","16.5801","100.0"
"10","Outubro","40-49","Parda","2 a 4 SM","Nao","1639","845946.0","3.4006","12.6197","3.8011","1.5586","2.2572","0.3953","20.019","0.0",
